person,content
SBY,"Politikus Partai Demokrat Syahrial Nasution menyindir sosok yang terbiasa mematikan mikrofon saat sidang di DPR yang berpotensi membungkam rakyat kelak jika jadi Presiden. Hal itu dikatakannya merespons pernyataan politikus Partai Demokrasi Indonesia Perjuangan (PDIP) Adian Napitupulu yang meminta Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) tidak usah berbicara lagi ke publik apabila tidak membekali diri dengan pernyataan yang disertai data valid. ""Bisa dibayangkan, jika orang yang terbiasa mematikan mikrofon saat sidang di DPR menjadi presiden. Akan berapa banyak suara rakyat yg dibungkam?"" cetus Syahrial lewat pesan singkat kepada CNNIndonesia.com, Sabtu (24/9).    Saat ditanya apakah sosok yang dimaksud adalah Ketua DPR sekaligus Ketua DPP PDIP Puan Maharani, Syahrial tidak membenarkan dan tidak membantah. Ia hanya menyarankan Puan mengubah karakter bila sosok yang dimaksud publik itu ialah putri Presiden kelima RI Megawati Soekarnoputri tersebut. ""Kalau publik menilai seperti itu [Puan], ya sebaiknya beliau segera mengubah karakter tersebut,"" ucapnya. Syahrial menambahkan Fraksi Partai Demokrat DPR memiliki pengalaman dibungkam oleh pemerintah atau parpol pendukung pemerintah.  Menurutnya, hal itu terjadi saat Fraksi Partai Demokrat DPR menolak pengesahan RUU Cipta Kerja (Ciptaker) disahkan di Rapat Paripurna DPR 2020 silam. Situasi serupa, katanya, terulang kembali saat anggota Fraksi Partai Demokrat DPR ingin menyuarakan penolakan kenaikan harga BBM bersubsidi. ""Anggota DPR kami tidak diberikan kesempatan bicara untuk menyampaikan argumentasi dan aspirasi publik. Termasuk yang terakhir, saat menolak kenaikan harga BBM. Mikrofon selalu dikuasai dan dikendalikan, sehingga aspirasi publik tak tersalurkan,"" ujarnya. Sebagai informasi, pidato Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) dan Ketua Majelis Tinggi Partai Demokrat Susilo Bambang Yudhoyono (SBY) di Rapimnas Partai Demokrat 2022 telah memicu hubungan antara PDIP dengan Partai Demokrat beberapa hari terakhir.   AHY menyindir pemerintahan Jokowi hanya menggunting pita proyek infrastruktur SBY. Dia juga menyindir program bantuan langsung tunai (BLT) kenaikan harga BBM. ""Dulu dihina-hina BLT kita. 'Apa itu BLT, hanya untuk menghamburkan uang negara?' Dibilang kita tak punya cara lain. Padahal itulah cara yang bijaksana untuk membantu rakyat miskin,"" kata AHY pada Rapat Pimpinan Nasional (Rapimnas) Demokrat di Jakarta Convention Center, Jakarta Pusat, Kamis (15/9). Sementara itu, SBY melemparkan dugaan upaya mengarahkan Pemilihan Presiden (Pilpres) 2024 hanya diikuti dua pasangan capres-cawapres ke publik. Dia juga menyebut ada kemungkinan pilpres berjalan tak adil, alias penuh kecurangan.  ""Konon akan diatur dalam Pemilihan Presiden nanti yang hanya diinginkan oleh mereka dua pasangan capres dan cawapres saja yang dikehendaki oleh mereka,"" ungkap SBY. Terkait insiden mikrofon, Puan sempat mengakui mematikan mik politikus Partai Demokrat dalam Rapat Paripurna saat menyampaikan penolakan terhadap RUU Cipta Kerja, Oktober 2020. Puan menyebut itu dilakukan karena permintaan pimpinan sidang karena tindakan politikus Demokrat yang terus memencet tombol membuatnya tak bisa bicara. ""Makanya kemudian pimpinan sidang meminta kepada saya untuk mengatur jalannya persidangan supaya dia bisa berbicara, bisa enggak dimatiin, saya kemudian mematikan mik tersebut,"" imbuh Puan, dalam vlog Boy Williams, 2020.   "
SBY,"Juru Bicara DPP Partai Demokrat Herzaky Mahendra Putra berdebat soal kasus korupsi dengan Anggota DPR Fraksi PDIP Adian Napitupulu jelang Pemilu 2024. Adu mulut itu terjadi pada program Kontroversi di MetroTV. Perdebatan terjadi saat membahas klaim Ketua Majelis Tinggi Partai Demokrat Susilo Bambang Yudhoyono (SBY) soal dugaan kecurangan Pemilu 2024.    Herzaky memulai perdebatan dengan menyinggung kasus korupsi yang melibatkan kader PDIP Harun Masiku. Dia mengaitkan kasus itu dengan kecurangan pemilu. ""Fakta hukum, 2019 Komisioner KPU Wahyu Setiawan ditangkap karena kasus suap. Yang terlibat siapa? Ada eks Bawaslu yang caleg PDIP. Lalu ada juga Harun Masiku yang terlibat, yang masih buron seribu hari lebih. Itu fakta hukumnya,"" kata Herzaky pada program Kontroversi di kanal YouTube Metrotvnews, Kamis (22/9). Merespons Herzaky, Adian mempertanyakan fakta hukum di dalam pernyataan Herzaky itu. Dia pun langsung menyerang balik Demokrat dengan kasus korupsi yang melibatkan ketua umum partai. ""Itu perorangan, tapi kalau korupsi yang dilakukan ketua umum partai, itu uangnya lari ke mana? Itu uangnya lari ke mana?"" ucap Adian dengan nada meninggi. Adian tak menyebut ketua umum partai mana yang dimaksud. Namun, Herzaky langsung membalas pernyataan Adian itu dengan mengungkit kasus korupsi bantuan sosial (bansos) Covid-19 yang menyeret mantan elite PDIP sekaligus eks Menteri Sosial (Mensos) Juliari Batubara. ""Wabendum Partai (PDIP) Juliari Batubara, kasihan, bansos lagi covid, utang, kita buat bansos itu untuk rakyat kecil, lagi susah, kasihan lagi pandemi, rakyat susah, bansos dikorupsi, bansos dikorupsi,"" ujarnya.  Adian bersikukuh dengan pernyataannya. Dia terus menyinggung korupsi yang dilakukan ketua umum. ""Ketua umum partai korupsi, uangnya lari pasti ke mana?"" ucapnya. Sebagai informasi, pidato Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) dan SBY di Rapimnas Partai Demokrat 2022 telah memicu perdebatan PDIP dengan Partai Demokrat beberapa hari terakhir. AHY menyindir pemerintahan Jokowi hanya menggunting pita proyek infrastruktur yang dimulai era SBY. Dia juga menyindir program bantuan langsung tunai (BLT) kenaikan harga BBM. ""Dulu dihina-hina BLT kita. 'Apa itu BLT, hanya untuk menghamburkan uang negara?' Dibilang kita tak punya cara lain. Padahal itulah cara yang bijaksana untuk membantu rakyat miskin,"" kata AHY pada Rapat Pimpinan Nasional (Rapimnas) Demokrat di Jakarta Convention Center, Jakarta Pusat, Kamis (15/9). Sementara itu, SBY melemparkan dugaan upaya mengarahkan Pemilihan Presiden (Pilpres) 2024 hanya diikuti dua pasangan capres-cawapres ke publik. Dia juga menyebut ada kemungkinan pilpres berjalan tak adil, alias penuh kecurangan. ""Konon akan diatur dalam Pemilihan Presiden nanti yang hanya diinginkan oleh mereka dua pasangan capres dan cawapres saja yang dikehendaki oleh mereka,"" ungkap SBY.  "
SBY,"Juru Bicara Partai Demokrat Herzaky Mahendra Putra saling sindir dengan Anggota DPR RI Fraksi PDIP Adian Napitupulu mengenai kasus korupsi. Adu mulut itu terjadi pada program Kontroversi di MetroTV. Perdebatan terjadi saat membahas klaim Ketua Majelis Tinggi Partai Demokrat Susilo Bambang Yudhoyono (SBY) soal dugaan kecurangan Pemilu 2024. Herzaky memantik perdebatan dengan mengarahkan pembahasan ke kasus korupsi yang melibatkan kader PDIP Harun Masiku. Dia mengaitkan kasus itu dengan kecurangan pemilu.   ""Fakta hukum, 2019 Komisioner KPU Wahyu Setiawan ditangkap karena kasus suap. Yang terlibat siapa? Ada eks Bawaslu yang caleg PDIP. Lalu ada juga Harun Masiku yang terlibat, yang masih buron seribu hari lebih. Itu fakta hukumnya,"" kata Herzaky pada program Kontroversi di kanal YouTube Metrotvnews, Kamis (22/9).  Adian mempertanyakan fakta hukum apa yang terkandung dalam pernyataan itu. Dia pun langsung menyerang balik Demokrat dengan kasus korupsi yang melibatkan ketua umum partai. ""Itu perorangan, tapi kalau korupsi yang dilakukan ketua umum partai, itu uangnya lari ke mana? Itu uangnya lari ke mana?"" ucap Adian dengan nada meninggi. Adian tak menyebut ketua umum partai mana yang dimaksud. Namun, Herzaky membalasnya dengan mengungkit kasus korupsi bansos Covid-19. ""Wabendum Partai (PDIP) Juliari Batubara, kasihan, bansos lagi covid, utang, kita buat bansos itu untuk rakyat kecil, lagi susah, kasihan lagi pandemi, rakyat susah, bansos dikorupsi, bansos dikorupsi,"" ujarnya. Adian bersikukuh dengan pernyataannya. Dia terus menyinggung korupsi yang dilakukan ketua umum. ""Ketua umum partai korupsi, uangnya lari pasti ke mana?"" ucapnya.  Sebelumnya, hubungan Partai Demokrat dan PDIP memanas setelah SBY menyinggung dugaan kecurangan Pemilu 2024. SBY berkata ia siap turun gunung untuk mencegah kecurangan tersebut. PDIP sebagai pendukung utama pemerintahan Presiden Jokowi pasang badan. Mereka menyerang balik SBY. ""Mohon maaf, Pak SBY tidak bijak. Dalam catatan kualitas pemilu, tahun 2009 justru menjadi puncak kecurangan yang terjadi dalam sejarah demokrasi, dan hal tersebut Pak SBY yang bertanggung jawab,"" ucap Sekretaris Jenderal PDIP Hasto Kristiyanto melalui keterangan tertulis, Sabtu (17/9). "
SBY,"Staf Khusus Menteri Keuangan (Menkeu) Yustinus Prastowo ikut buka suara terkait isu 'potong pita' proyek infrastruktur yang tengah jadi perhatian publik. Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) mengatakan 70 persen sampai 80 persen proyek infrastruktur yang diresmikan Presiden Joko Widodo (Jokowi) dimulai sejak era Susilo Bambang Yudhoyono (SBY). Menanggapi itu, Prastowo mengatakan lebih dari 100 Proyek Strategis Nasional (PSN) telah diselesaikan oleh Jokowi sejak 2016 hingga 2021.    ""Mumpung sedang ramai soal potong pita, rasanya pas membahas progres proyek pembangunan pemerintah, khususnya PSN. Saya nggak bisa membayangkan betapa pegalnya tangan Pak @jokowi menggunting pita untuk ratusan proyek yang telah selesai,"" kata dia seperti dikutip dari akun Twitter pribadi miliknya, @prastow, Jumat (23/9). Prastowo menuturkan tak banyak yang tahu bahwa sejak 2016 hingga 2021, tak kurang 128 PSN telah selesai. PSN itu pun memiliki nilai investasi mencapai Rp716,4 triliun. Nilai investasi ini adalah akumulasi dari berbagai skema baik APBN, KPBU, Swasta-BUMN, atau Swasta. Lebih rinci, sepanjang 2016 hingga 2021 Jokowi diklaim telah menyelesaikan PSN berupa 29 bendungan, 21 jalan tol, 19 kawasan ekonomi khusus (KEK), 14 bandara, dan 9 jalan. [Gambas:Twitter] Lalu, 7 pos lintas batas negara (PLBN), 6 kereta api, 6 smelter, 4 pelabuhan, 3 teknologi, 3 sistem penyedia air minum, dan 2 saluran irigasi. Prastowo menyebut alokasi APBN dalam skema PSN menandakan pemerintah hadir dalam penciptaan lapangan kerja, perbaikan tingkat kesejahteraan masyarakat, penurunan angka kemiskinan, serta penguatan konektivitas yang berujung pada peningkatan laju pertumbuhan ekonomi. Ia juga mengungkapkan, secara kumulatif, kemajuan PSN 2016-2021 menunjukkan progres positif. Menurutnya, tak sedikit proyek yang telah rampung, bahkan telah beroperasi. Selain itu, proyek yang sedang dalam tahap penyiapan pun akan dirampungkan konstruksinya sesuai target penyelesaian. ""Kenapa? Karena dalam setiap usulan PSN baru, pemerintah selalu melakukan pemetaan berdasarkan risiko proyek: tinggi, sedang, rendah. Proyek risiko tinggi, yaitu yang kemungkinan besar akan tertunda penyelesaiannya atau tidak dapat selesai, tidak akan direkomendasikan sebagai PSN,"" jelas Prastowo.  Menurutnya, pemerintah tentu ingin memastikan agar setiap PSN dapat selesai sesuai target dan segera memberikan manfaat sebesar-besarnya bagi masyarakat. Tidak hanya itu, pemerintah juga ingin PSN direncanakan dengan baik, diselesaikan tepat waktu, dan didayagunakan secara optimal. ""Atau dengan kata lain, proyek yang dipilih tak hanya demi seremoni peletakan batu pertama, namun dapat berujung manis melalui syukuran 'gunting pita'. Mungkin ini kabar baik dari apa yang disebut kesinambungan. Ojo dibanding-bandingke. Mari disyukuri sebagai anugerah buat bangsa,"" tandas Prastowo. Sebelumnya, AHY mengklaim 70 persen sampai 80 persen proyek infrastruktur yang diresmikan Jokowi telah dimulai sejak era SBY.  Menurut dia, pemerintahan Jokowi seharusnya setidaknya mengucapkan terima kasih kepada SBY atau ke Partai Demokrat atas proyek-proyek tersebut. Namun, hal itu tak pernah dilakukan rezim saat ini. ""Kadang-kadang saya speechless juga mengatakannya. Tapi kenapa sih, kita tidak kemudian mengatakan terima kasih telah diletakkan landasan, telah dibangun 70 persen, 80 persen, sehingga kami tinggal 10 persen tinggal gunting pita. Terima kasih Demokrat, terima kasih SBY, begitu,"" ungkap AHY dalam Rapimnas Partai Demokrat di JCC.   "
SBY,"Wakil Ketua Umum PPP Arsul Sani mengingatkan Ketua Majelis Tinggi Partai Demokrat Susilo Bambang Yudhoyono (SBY) agar tak berburuk sangka atau suuzan soal kabar dugaan kecurangan di Pilpres 2024. Arsul menilai pernyataan SBY terlalu berlebihan karena telah menyimpulkan isi yang benar-benar sudah terjadi. Terlebih, peringatan agar semua pihak mestinya tak langsung berburuk sangka pernah disampaikan SBY saat menjadi presiden. ""Ingat apa yang disampaikan Pak SBY waktu beliau pas presiden, bahwa janganlah kita ini buru buru suuzan,"" kata Arsul di kompleks parlemen, Kamis (22/9).   Menurut Arsul, SBY mestinya cukup mengingatkan kepada kader Partai Demokrat untuk tetap waspada, alih-alih langsung menyimpulkan, seolah-olah kecurangan pasti akan terjadi.  Selain itu, Arsul mengaku partainya juga berharap agar Pilpres 2024 diikuti lebih dari pasangan calon, sama halnya dengan Demokrat. ""Bedanya kami tidak buru-buru mengatakan ada indikasi ketidakadilan. Buat PPP kalau bisa empat lebih baik lagi,"" kata Arsul. Sebagai informasi, sebelumnya dalam pidatonya di hadapan para kader Partai Demokrat di Rapimnas, SBY mengaku akan turun gunung pada Pemilu 2024. Dia mengaku mendapat kabar Pilpres 2024 akan berjalan curang. SBY juga menyebut ada info yang menyatakan bahwa dalam Pemilihan Presiden 2024 nanti akan diatur hanya dua pasang calon capres dan cawapres. ""Para kader, mengapa saya harus turun gunung menghadapi Pemilihan Umum 2024 mendatang? Saya mendengar, mengetahui, bahwa ada tanda-tanda Pemilu 2024 bisa tidak jujur dan tidak adil,"" ujar SBY di hadapan para kader Partai Demokrat.  "
SBY,"Badan Pengawasan Pemilihan Umum (Bawaslu) tak masalah dengan pernyataan Ketua Majelis Tinggi Partai Demokrat Susilo Bambang Yudhoyono (SBY) yang ingin turun gunung memastikan Pemilu 2024 tak curang. Ketua Bawaslu Rahmat Bagja mempersilakan siapa pun berpartisipasi mengawasi jalannya pemilu. Dia berkata hal itu demi kebaikan penyelenggaraan demokrasi. ""Semua turun gunung enggak ada masalah. Mau Pak SBY, sebelum Pak SBY, Bu Mega mungkin sudah turun gunung, atau yang lain para politisi silakan turun gunung memastikan penyelenggaraan demokrasi kita lebih baik untuk menegakkan keadilan,"" kata Bagja di Istana Kepresidenan Jakarta, Kamis (22/9).    Bagja memastikan Bawaslu akan hadir untuk mengantisipasi kecurangan dalam pemilu. Dia berkata Bawaslu akan menegakkan hukum pemilu tanpa pandang bulu. Bawaslu bakal menindak tegas siapa pun yang melakukan pelanggaran selama pemilu berlangsung. ""Kita instruksikan kepada teman-teman harus lebih gesit, minimal menyamai kegesitan mereka,"" ujarnya. Sebelumnya, Ketua Majelis Tinggi Partai Demokrat SBY mengatakan akan turun gunung dalam Pemilu 2024. Dia mendapat informasi akan ada kecurangan pada Pemilu 2024. Salah satu skenario yang disebut SBY adalah pengaturan pilpres hanya diikuti dua pasangan calon. Menurutnya, dua paslon telah ditentukan sesuai keinginan sebuah kelompok.  "
SBY,"Sekretaris Jenderal (Sekjen) PDIP Hasto Kristiyanto menduga pidato Susilo Bambang Yudhoyono (SBY) di Rapat Pimpinan Nasional (Rapimnas) Partai Demokrat sengaja ditujukan ke Presiden Joko Widodo. Karena itu, PDIP langsung bereaksi menanggapi pernyataan SBY, terutama soal tuduhan bahwa pelaksanaan Pilpres 2024 akan dipenuhi kecurangan. ""Karena Pak Presiden Jokowi-lah yang menjadi sasaran dari Pak SBY,"" kata Hasto di Sekolah PDIP, Lenteng Agung, Jakarta Selatan, Kamis (22/9).    ""Sehingga ketika Pak SBY menyampaikan saya melihat saya mendengar dan kemudian bertanya dalam forum terpenting itu... itu kan suatu pernyataan yang harus kami respons,"" tambahnya. Terkait pernyataan SBY yang diketahui bocor dan beredar di media sosial, Hasto pun memaparkan sejumlah bukti dan pernyataan yang mestinya juga dijawab oleh SBY dan Partai Demokrat. Pada Sabtu (17/9), Hasto menyebut bahwa kecurangan pemilu justru terjadi di Pemilu 2009 atau saat SBY maju untuk periode kedua sebagai presiden. Ia menyebut tejadi kecurangan lewat proses penyusunan daftar pemilih tetap (DPT) di Pemilu 2009. ""Dalam catatan kualitas Pemilu, tahun 2009 justru menjadi puncak kecurangan yang terjadi dalam sejarah demokrasi, dan hal tersebut Pak SBY yang bertanggung jawab,"" katanya.  Sementara, Hasto melanjutkan, bahwa PDIP merupakan satu-satunya partai yang mengalami kenaikan hingga 300 persen dalam sistem multipartai di Indonesia. Menurut dia, kenaikan elektabilitas PDIP lebih tinggi dari partai-partai lain. ""Bandingkan dengan kenaikan dari partai-partai yang lain dan zaman Orde Baru aja tidak ada yang langsung naik 300 persen,"" tegasnya. Diberitakan, dalam pidato di Rapimnas Partai Demokrat, Kamis (15/9), SBY mengatakan dia mendengar kabar ada tanda-tanda Pilpres 2024 akan diselenggarakan secara tidak adil dan tidak jujur. Menurut SBY, Pilpres 2024 akan diatur dirancang agar hanya diikuti dua pasangan calon presiden dan calon wakil presiden. Ia pun mengatakan akan 'turun gunung'. ""Saya harus turun gunung menghadapi Pemilihan Umum 2024 mendatang. Saya mendengar, mengetahui, bahwa ada tanda-tanda Pemilu 2024 bisa tidak jujur dan tidak adil,"" ucapnya. "
Risma,"Wali Kota Solo Gibran Rakabuming Raka mendapatkan wejangan untuk maju di pemilihan gubernur dari Ketua Umum Partai Gerindra Prabowo Subianto, Ketua Umum PDIP Megawati Soekarnoputri, serta Ketua DPR RI Puan Maharani.  Wejangan itu didapat Gibran saat bertemu dengan Megawati dan Puan di sekolah partai PDIP di Lenteng Agung, Jakarta serta berkunjung ke kediaman Prabowo di Hambalang, Jawa Barat beberapa hari lalu.  ""(Dapat wejangan dari Puan-Megawati) Mbak Puan dan Ibu Mega, sama juga (disarankan maju pilgub),"" kata Gibran kepada wartawan saat ditemui di GOR Sritex Arena, Minggu (19/6).  Gibran juga menerangkan, Prabowo menyarankan dirinya untuk maju di Pilgub Jawa Tengah (Jateng) atau DKI Jakarta pada 2024 mendatang.  ""Disarankan maju di salah satu provinsi (DKI Jakarta-Jateng). Salah satu (DKI Jakarta atau Jateng), di salah satu provinsi,"" katanya.   Survei Charta Politika menyebut Gibran sebagai calon terkuat pengganti Ganjar Pranowo di kursi Gubernur Jateng.  Elektabilitas Gibran mengungguli sejumlah politisi senior lokal maupun nasional. Bahkan, ia diklaim unggul jauh dari Wakil Gubernur Jawa Tengah Taj Yasin Maimoen.  ""Dalam simulasi calon Gubernur Jawa Tengah, nama Gibran Rakabuming Raka menduduki peringkat pertama dengan 28,5 persen masyarakat yang memilih namanya,"" kata Direktur Eksekutif Charta Politika Yunarto Wijaya melalui keterangan tertulis, Kamis (14/4).  Taj Yasin sementara itu tercatat menempati urutan kedua. Anak mendiang ulama Maimoen Zoebair itu hanya memiliki elektabilitas 11,3 persen.  Posisi ketiga ditempati Wali Kota Semarang Hendrar Prihadi yang memiliki elektabilitas 6 persen. Selain itu, ada nama-nama seperti mantan Wali Kota Solo FX Hadi Rudyatmo (3,7 persen) dan mantan Menteri ESDM Sudirman Said (3,6 persen).  PDIP sebelumnya pernah mengorbitkan sejumlah kadernya yang kemungkinan diusung dalam Pilgub DKI Jakarta 2024.   Sekjen PDIP Hasto Kristiyanto sempat menyebut nama Gibran dan Menteri Sosial Tri Rismaharini. Dua nama itu kemungkinan berpeluang diusung PDIP pada Pilkada DKI mendatang.  ""Bu Risma dalam kepemimpinan selama dua periode di Kota Surabaya mampu menunjukkan perubahan yang signifikan. Mas Gibran beliau sudah terpilih sebagai Wali Kota Solo tentu saja harus juga membuktikan bagaimana kepemimpinan Mas Gibran,"" kata Hasto kepada wartawan di Sekolah Partai DPP PDIP, Jakarta Selatan, Jumat (7/1) lalu. "
Risma,"Presiden Joko Widodo mencopot sejumlah menteri dan wakil menteri dalam reshuffle Kabinet Indonesia Maju dan mengangkat beberapa orang baru untuk membantunya dalam kerja-kerja pemerintahan.  Jokowi memutuskan kocok ulang atau reshuffle kabinet dan mengumumkannya di Istana Negara pada hari ini, Rabu (15/6). Jokowi menunjuk dua nama baru untuk menggantikan menteri yang dicopot. Salah satunya Ketua Umum PAN Zulkifli Hasan sebagai Menteri Perdagangan. Pria yang akrab disapa Zulhas itu akan menggantikan Mendag sebelumnya Muhammad Luthfi.   Lalu terdapat nama mantan Panglima TNI Marsekal (Purn) Hadi Tjahjanto yang dilantik sebagai Menteri Agraria dan Tata Ruang/Badan Pertanahan Nasional (ATR/BPN). Hadi akan menggantikan Sofyan Djalil yang telah menduduki jabatan itu sejak 2016 lalu. Posisi wakil menteri di kabinet Jokowi juga akan mengalami perombakan. Salah satunya Sekretaris Dewan Pembina PSI Raja Juli Antoni akan dilantik menjadi Wakil Menteri ATR/BPN, menggantikan sesama kader PSI Surya Tjandra yang telah menduduki jabatan tersebut sejak 2019 lalu. Sementara itu, Jokowi juga menempatkan dua orang pada posisi kosong wakil menteri dalam Negeri (Wamendagri) dan Wakil Menteri Ketenagakerjaan. Dua tokoh yang akan mengisi posisi itu yakni Wakil Menteri Pekerjaan Umum dan Perumahan Rakyat John Wempi Watipo dilantik sebagai Wakil Menteri Dalam Negeri (Wamendagri) dan Sekjen Partai Bulan Bintang (PBB) Afriansyah Noor sebagai Wakil Menteri Ketenagakerjaan. Menteri Perdagangan: Muhammad Luthfi Menteri ATR/BPN: Sofyan Djalil Wakil Menteri ATR/BPN: Surya Tjandra Menteri Perdagangan: Zulkifli Hasan Menteri ATR/BPN: Hadi Tjahjanto Wamen ATR/BPN: Raja Juli Antoni Wamendagri: John Wempi Watipo Wamenaker: Afriansyah Noor  Sebelumnya Jokowi pernah melakukan perombakan Kabinet Indonesia Jilid 2 pada Desember 2020, setelah dua menteri Jokowi dicokok petugas Komisi Pemberantasan Korupsi (KPK). Menteri Kelautan dan Perikanan nonaktif Edhy Prabowo serta Menteri Sosial nonaktif Juliari Peter Batubara selama dua pekan berturut tertangkap tangan atas dugaan kasus rasuah. Daftar menteri yang diangkat saat perombakan saat itu yakni Tri Risma sebagai Menteri Sosial; Sakti Wahyu Trenggono sebagai Menteri Kelautan dan Perikanan; Yaqut Cholil Qoumas sebagai Menteri Agama; Budi Gunadi Sadikin sebagai Menteri Kesehatan; Sandiaga Salahudin Uno sebagai Menteri Pariwisata dan Ekonomi Kreatif; serta M Luthfi sebagai Menteri Perdagangan. Kemudian Jokowi kembali melakukan perombakan kabinet April 2021. Jokowi melantik dua menteri yang menempati kursi kementerian baru, yakni Kementerian Investasi, serta Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi (Kemendikbud Ristek). Mereka yakni Bahlil Lahadalia yang ditunjuk sebagai Menteri Investasi, serta Nadiem Makarim yang dipercaya dalam reshuffle kabinet menjadi Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi (Mendikbud Ristek).  Presiden Jokowi melakukan perombakan atau reshuffle kabinet dengan melantik Ketua Umum PAN Zulkifli Hasan sebagai menteri perdagangan dan mantan Panglima TNI Marsekal Hadi Tjahjanto sebagai menteri ATR. Jokowi juga melantik tiga wakil menteri baru dalam kabinetnya. "
Risma,"Menteri Sosial Tri Rismaharini mengklaim triliunan dana bantuan sosial (bansos) yang tidak tersalurkan sudah disetorkan kembali ke kas negara. Pernyataan itu ia sampaikan merepons temuan Badan Pemeriksa Keuangan (BPK) yang menyatakan Rp1,11 triliun dana bansos belum dikembalikan. ""Rp 1,1 triliun itu semua sudah disetor ke kas negara,"" kata Risma saat rapat kerja dengan Komisi VIII DPR RI, Senin (6/6).    Risma pun menjelaskan dana bansos itu tersisa karena realisasi penyalurannya tak sesuai target. Menurutnya, dana sisa tersebut tetap berada di bank dan tertahan. ""Jadi temuan itu adalah uang yang di bank, yang seharusnya kalau tidak salur dikembalikan ke kas negara,"" ujarnya. Risma mengapresiasi temuan BPK itu. Sebab, kata dia, Kemensos bisa meminta pihak bank untuk mengembalikan dana tersebut ke kas negara setelah ada laporan BPK. ""Kami juga senang kalau ditemukan itu, karena menagihnya tidak mudah. Jadi, temuan itu adalah alasan kita untuk nagih ke bank,"" katanya.  Diketahui, BPK dalam dokumen Ikhtisar Hasil Pemeriksaan Semester II Tahun 2021 menyebutkan terdapat Kartu Keluarga Sejahtera (KKS) tidak terdistribusi dan Keluarga Penerima Manfaat (KPM) tidak bertransaksi bansos Program Keluarga Harapan (PKH). Selain itu, ada sembako dengan nilai saldo yang belum disetor ke kas negara sebesar Rp1,11 triliun. ""Akibatnya, terdapat penyaluran bantuan PKH dan sembako menjadi tidak optimal serta kekurangan penerimaan negara sebesar Rp1,11 triliun,"" kata BPK dalam dokumen yang diteken Ketua BPK pada Maret 2022. "
Risma,"Menteri Sosial (Mensos) Tri Rismaharini atau Risma merespons temuan Badan Pemeriksa Keuangan (BPK) soal indikasi penyaluran bantuan sosial atau bansos tak tepat sasaran yang berpotensi merugikan negara senilai Rp 6,93 triliun tahun 2021. Menurutnya, temuan itu muncul karena BPK mengacu pada Data Terpadu Kesejahteraan Sosial (DTKS) yang belum diperbaiki, yakni pada Oktober 2020. Sementara itu, DTKS diperbaiki mulai Desember 2020, tepat setelah Risma diangkat menjadi Mensos. Saat itu ia menggunakan Nomor Induk Kependudukan (NIK) untuk menandakan nama warga miskin.   ""Kami baru bisa menyelesaikan (perbaikan DTKS) pemadanan NIK itu pada bulan April 2021. Karena itu, BPK menemukan angka Rp 6,9 triliun (bansos tidak tepat sasaran),"" ujar Risma saat rapat kerja dengan Komisi VIII DPR RI, Senin (6/6).  Risma juga mengatakan temuan tersebut muncul dalam laporan BPK karena pihaknya tak diberikan kesempatan untuk memberikan penjelasan. BPK, kata Risma, baru meminta Kemensos memberikan penjelasan dalam kurun waktu empat hari setelah laporan itu muncul. ""Biasanya kalau ada temuan BPK, kami memberikan jawaban terlebih dahulu. Ini kami belum berikan jawaban, tapi laporannya sudah keluar,"" kata politikus PDIP itu. Risma mengaku sudah menyerahkan dokumen jawaban kepada BPK yang menunjukkan bahwa bansos Rp 6,9 triliun itu benar-benar disalurkan dan ada penerimanya. ""Sudah kita cek juga bersama BPK ke lapangan di Jabodetabek dan itu semua clear,"" kata Risma. BPK dalam dokumen Ikhtisar Hasil Pemeriksaan Semester II Tahun 2021 menyebutkan bahwa penetapan dan penyaluran bansos Program Keluarga Harapan (PKH), Program Sembako alias Bantuan Pangan Non Tunai (BPNT), dan Bantuan Sosial Tunai (BST) tidak sesuai ketentuan sebesar Rp 6,93 triliun.  Temuan itu muncul karena Kemensos menyalurkan ketiga program bansos tersebut kepada: 1. Keluarga Penerima Manfaat (KPM) PKH dan Sembako/BPNT serta BST yang tidak ada di Data Terpadu Kesejahteraan Sosial (DTKS) Oktober 2020 dan usulan pemda melalui aplikasi Sistem Kesejahteraan Sosial-Next Generation (SIKS-NG). 2. KPM yang bermasalah di tahun 2020 namun masih ditetapkan sebagai penerima bansos di Tahun 2021. 3. KPM dengan Nomor Induk Kependudukan (NIK) invalid. 4. KPM yang sudah dinonaktifkan. 5. KPM yang dilaporkan meninggal. 6. KPM bansos ganda. ""Akibatnya, penyaluran bansos PKH, Sembako/BPNT, dan BST terindikasi tidak tepat sasaran sebesar Rp 6,93 triliun,"" kata BPK dalam dokumen yang diteken Ketua BPK pada Maret 2022. "
